,qid,gender,party,congress,numQuotes
714,Q29342932,[0],[0],[0],6734
715,Q720521,[0],[0],[1],6733
716,Q16189318,[0],[1],[0],6725
717,Q4911139,[0],[1],[0],6723
718,Q4911136,[0],[1],[0],6723
719,Q723134,[0],[0],[1],6722
720,Q715787,[0],[0],[1],6713
721,Q7819948,[0],[0],[1],6696
722,Q7822309,[0],[1],[0],6696
723,Q39070672,[0],[1],[0],6676
724,Q6388290,[0],[0],[0],6671
725,Q651820,[0],[0],[0],6666
726,Q8006377,[0],[1],[0],6666
727,Q130024,[0],[0],[1],6666
728,Q862349,[0],[1],[1],6666
729,Q538785,[0],[0],[1],6650
730,Q6227413,[0],[0],[0],6646
731,Q18631625,[0],[1],[0],6632
732,Q4757092,[0],[1],[0],6627
733,Q5251212,[0],[0],[0],6623
734,Q5496288,[0],[1],[0],6621
735,Q265791,[1],[0],[1],6613
736,Q4964973,[0],[0],[0],6603
737,Q7693450,[0],[1],[1],6598
738,Q18686396,[0],[1],[0],6596
739,Q289317,[1],[1],[1],6576
740,Q1630448,[0],[0],[0],6568
741,Q6217372,[0],[0],[0],6561
742,Q1941306,[0],[0],[1],6557
743,Q44221,[0],[1],[0],6557
744,Q5496294,[0],[0],[0],6543
745,Q7816340,[0],[0],[0],6543
746,Q505581,[0],[1],[1],6540
747,Q1827902,[0],[1],[1],6540
748,Q959635,[0],[1],[1],6533
749,Q5228417,[0],[0],[0],6528
750,Q19881084,[0],[1],[0],6526
751,Q7407716,[0],[1],[0],6526
752,Q213847,[1],[1],[0],6524
753,Q7816338,[0],[0],[0],6524
754,Q1758507,[0],[1],[1],6508
755,Q6106781,[0],[0],[0],6493
756,Q16030732,[0],[0],[0],6471
757,Q5335212,[0],[1],[0],6470
758,Q19604849,[0],[0],[0],6470
759,Q5335211,[0],[1],[0],6470
760,Q22250,[1],[1],[1],6469
761,Q433857,[0],[0],[1],6458
762,Q58321685,[0],[0],[0],6453
763,Q20047090,[0],[1],[0],6453
764,Q16205162,[0],[1],[0],6447
765,Q6255968,[0],[0],[0],6446
766,Q434952,[1],[1],[1],6437
767,Q1281084,[0],[1],[1],6423
768,Q6533414,[1],[1],[0],6398
769,Q1370968,[0],[1],[1],6387
770,Q16730369,[0],[0],[0],6386
771,Q16224587,[0],[0],[1],6386
772,Q6193381,[0],[0],[0],6362
773,Q21572865,[0],[1],[0],6359
774,Q251763,[0],[0],[1],6356
775,Q454133,[0],[1],[1],6355
776,Q3601035,[0],[0],[1],6347
777,Q2903389,[0],[1],[1],6347
778,Q4909021,[0],[0],[0],6347
779,Q1329618,[0],[1],[1],6340
780,Q371031,[0],[0],[1],6337
781,Q223151,[0],[0],[0],6329
782,Q17089502,[0],[0],[1],6327
783,Q23020745,[0],[0],[1],6312
784,Q25568,[0],[0],[1],6295
785,Q16146507,[0],[0],[0],6293
786,Q17388769,[0],[0],[0],6283
787,Q742100,[0],[1],[0],6276
788,Q14245641,[0],[1],[0],6275
789,Q1699486,[0],[0],[1],6272
790,Q7788963,[0],[1],[0],6272
791,Q529090,[0],[1],[1],6264
792,Q21258767,[0],[1],[0],6262
793,Q259514,[1],[1],[0],6260
794,Q3408766,[0],[0],[1],6257
795,Q6848052,[0],[1],[0],6254
796,Q3193379,[0],[1],[0],6233
797,Q25190359,[0],[1],[0],6227
798,Q3957020,[0],[0],[1],6223
799,Q15485494,[0],[1],[0],6222
800,Q6397335,[0],[1],[0],6217
801,Q5292650,[0],[0],[0],6215
802,Q7152714,[0],[1],[0],6208
803,Q17722161,[0],[1],[0],6204
804,Q7294939,[1],[1],[1],6203
805,Q23815458,[0],[0],[0],6194
806,Q16215583,[0],[0],[0],6194
807,Q6111799,[0],[1],[0],6192
808,Q5213238,[0],[0],[0],6187
809,Q17099547,[0],[1],[0],6185
810,Q39593,[0],[0],[1],6183
811,Q390491,[0],[0],[1],6183
812,Q1973878,[0],[1],[0],6181
813,Q235349,[1],[1],[0],6178
814,Q4932411,[0],[1],[0],6178
815,Q7816555,[0],[0],[0],6174
816,Q16730113,[0],[1],[0],6173
817,Q17083833,[0],[0],[0],6151
818,Q5237959,[0],[1],[0],6150
819,Q5237967,[0],[0],[0],6150
820,Q434458,[0],[1],[1],6138
821,Q1494930,[0],[1],[1],6121
822,Q6830931,[0],[1],[0],6080
823,Q465749,[1],[0],[1],6060
824,Q4014560,[0],[0],[1],6055
825,Q8007655,[0],[1],[0],6050
826,Q539814,[0],[1],[0],6046
827,Q6828172,[0],[1],[0],6044
828,Q356475,[0],[1],[1],6043
829,Q149127,[0],[0],[0],6041
830,Q16185364,[0],[1],[0],6035
831,Q5605470,[0],[0],[0],6028
832,Q23016975,[0],[0],[0],6027
833,Q555393,[0],[0],[1],6026
834,Q5106479,[0],[1],[0],6024
835,Q23073508,[0],[0],[0],6024
836,Q2729993,[0],[0],[0],6021
837,Q540521,[0],[0],[1],6009
838,Q16886108,[0],[0],[0],6000
839,Q1729888,[0],[0],[1],5997
840,Q18379796,[0],[1],[0],5996
841,Q1699314,[0],[0],[0],5991
842,Q4907912,[0],[0],[0],5990
843,Q4907911,[0],[0],[0],5990
844,Q16230750,[0],[0],[0],5990
845,Q16090048,[0],[1],[0],5989
846,Q16886543,[0],[0],[0],5979
847,Q6938597,[1],[1],[0],5973
848,Q451150,[1],[0],[0],5971
849,Q809210,[0],[1],[1],5964
850,Q1365715,[0],[1],[0],5961
851,Q381821,[0],[0],[0],5959
852,Q2096271,[0],[1],[1],5958
853,Q1064593,[0],[1],[1],5957
854,Q7151148,[0],[0],[0],5952
855,Q966261,[0],[0],[1],5944
856,Q5106763,[0],[1],[0],5941
857,Q5106766,[0],[1],[0],5941
858,Q16145881,[0],[0],[0],5929
859,Q16186374,[0],[1],[0],5929
860,Q609090,[0],[1],[0],5929
861,Q4909636,[0],[0],[0],5928
862,Q3371760,[0],[0],[0],5919
863,Q7339952,[0],[0],[0],5919
864,Q16476,[1],[1],[1],5917
865,Q715362,[0],[1],[1],5916
866,Q438010,[0],[0],[1],5907
867,Q888517,[0],[1],[0],5873
868,Q740345,[0],[1],[0],5871
869,Q4910457,[0],[1],[0],5856
870,Q361460,[0],[1],[0],5850
871,Q7442423,[0],[0],[0],5827
872,Q1282477,[0],[0],[1],5800
873,Q6848512,[0],[1],[0],5797
874,Q16730111,[0],[0],[0],5796
875,Q6847370,[0],[0],[0],5796
876,Q182551,[0],[0],[1],5789
877,Q261003,[1],[1],[1],5786
878,Q1514859,[0],[1],[1],5785
879,Q1439421,[0],[0],[1],5778
880,Q350663,[0],[0],[1],5770
881,Q780842,[0],[0],[0],5757
882,Q18158223,[0],[0],[0],5749
883,Q6251906,[0],[1],[0],5749
884,Q553116,[0],[0],[1],5734
885,Q355130,[0],[0],[0],5708
886,Q6183975,[0],[0],[0],5703
887,Q472199,[0],[0],[1],5703
888,Q379739,[0],[1],[0],5672
889,Q581607,[0],[1],[0],5669
890,Q132302,[0],[0],[1],5664
891,Q4911126,[0],[1],[0],5663
892,Q4911123,[0],[0],[0],5663
893,Q19865458,[0],[0],[0],5642
894,Q16146330,[0],[0],[0],5642
895,Q349955,[0],[0],[1],5639
896,Q15917347,[0],[1],[0],5630
897,Q20640837,[0],[1],[0],5622
898,Q20738209,[0],[1],[0],5622
899,Q3218882,[0],[1],[0],5609
900,Q527493,[0],[0],[1],5609
901,Q55635982,[0],[0],[0],5603
902,Q6225188,[0],[0],[0],5598
903,Q32726,[0],[0],[1],5597
904,Q1176154,[0],[1],[0],5590
905,Q521145,[0],[1],[0],5584
906,Q734330,[0],[0],[1],5583
907,Q22003352,[0],[1],[0],5574
908,Q5107573,[0],[0],[0],5569
909,Q349785,[0],[1],[0],5568
910,Q20740735,[0],[0],[0],5564
911,Q28421821,[0],[0],[0],5558
912,Q16732063,[0],[0],[0],5558
913,Q973737,[0],[1],[1],5554
914,Q6198942,[0],[1],[0],5540
915,Q20708088,[0],[0],[0],5534
916,Q6669880,[1],[1],[0],5518
917,Q461649,[1],[1],[1],5512
918,Q6397750,[0],[1],[0],5511
919,Q27983465,[0],[1],[0],5504
920,Q5525325,[0],[0],[0],5496
921,Q50599,[0],[0],[1],5488
922,Q459712,[1],[0],[1],5488
923,Q862294,[0],[0],[1],5486
924,Q2420499,[0],[0],[0],5481
925,Q7356374,[0],[1],[0],5479
926,Q1239590,[0],[0],[1],5476
927,Q7821964,[0],[1],[0],5475
928,Q5229993,[0],[0],[0],5471
929,Q39073556,[0],[1],[0],5461
930,Q6131364,[0],[0],[0],5442
931,Q4911387,[0],[1],[0],5441
932,Q16192754,[0],[0],[0],5437
933,Q1337459,[0],[1],[1],5432
934,Q18211057,[1],[0],[1],5426
935,Q174438,[1],[1],[0],5420
936,Q22919814,[0],[0],[0],5420
937,Q28421791,[0],[0],[0],5400
938,Q18045052,[0],[1],[1],5395
939,Q28113710,[0],[0],[0],5386
940,Q27582022,[1],[0],[0],5381
941,Q938498,[0],[1],[1],5377
942,Q25483,[0],[0],[1],5371
943,Q527553,[0],[0],[1],5366
944,Q6230040,[0],[1],[0],5354
945,Q7358414,[0],[1],[0],5336
946,Q21572825,[0],[1],[0],5334
947,Q1399368,[0],[1],[0],5314
948,Q5385992,[0],[1],[0],5308
949,Q44639,[0],[0],[0],5299
950,Q556034,[0],[0],[1],5298
951,Q983055,[0],[0],[1],5296
952,Q961894,[0],[1],[0],5293
953,Q7346588,[0],[0],[0],5270
954,Q56027187,[0],[0],[0],5266
955,Q30015089,[1],[0],[0],5264
956,Q6197023,[0],[0],[0],5257
957,Q7821270,[1],[1],[0],5247
958,Q6557850,[1],[1],[0],5246
959,Q6557848,[1],[1],[0],5246
960,Q7821320,[1],[1],[0],5231
961,Q6396259,[0],[0],[0],5223
962,Q918506,[0],[0],[1],5217
963,Q1269048,[1],[1],[0],5215
964,Q45956,[1],[1],[1],5209
965,Q6145967,[0],[1],[0],5200
966,Q28445562,[0],[0],[0],5196
967,Q4772157,[0],[0],[0],5195
968,Q7339221,[0],[1],[1],5192
969,Q28037714,[0],[0],[0],5191
970,Q862680,[0],[0],[1],5191
971,Q7441415,[0],[1],[0],5190
972,Q881199,[0],[0],[0],5184
973,Q50610,[1],[1],[1],5183
974,Q346208,[0],[1],[0],5167
975,Q6395763,[0],[0],[0],5163
976,Q193426,[1],[0],[0],5158
977,Q577751,[0],[1],[1],5156
978,Q7815822,[0],[1],[0],5156
979,Q16729581,[0],[0],[0],5155
980,Q435239,[1],[0],[1],5152
981,Q16204851,[0],[1],[0],5151
982,Q230303,[1],[1],[0],5148
983,Q4708077,[0],[0],[0],5138
984,Q7343448,[0],[1],[0],5125
985,Q17375839,[0],[0],[0],5125
986,Q16730866,[0],[1],[0],5117
987,Q1337736,[0],[1],[1],5111
988,Q7704573,[0],[0],[0],5096
989,Q531247,[0],[1],[0],5089
990,Q16885874,[0],[0],[0],5077
991,Q1714165,[0],[0],[1],5069
992,Q7613869,[0],[0],[0],5067
993,Q114322,[1],[0],[0],5055
994,Q609172,[0],[1],[1],5047
995,Q3200900,[0],[0],[1],5046
996,Q7437040,[0],[0],[1],5021
997,Q344930,[0],[1],[1],5018
998,Q722503,[0],[0],[1],5016
999,Q539562,[0],[1],[1],5012
1000,Q27889129,[0],[0],[0],5009
1001,Q1628398,[0],[1],[1],5008
1002,Q17402717,[0],[0],[1],5002
1003,Q600393,[0],[1],[1],4993
1004,Q1281204,[0],[1],[0],4992
1005,Q535254,[0],[0],[1],4990
1006,Q1290476,[0],[1],[0],4985
1007,Q16730723,[0],[0],[0],4983
1008,Q983981,[0],[0],[0],4978
1009,Q261147,[1],[1],[1],4976
1010,Q699970,[0],[1],[1],4968
1011,Q6105197,[0],[0],[0],4961
1012,Q5246465,[0],[0],[0],4959
1013,Q312724,[0],[0],[0],4952
1014,Q12327135,[0],[1],[0],4949
1015,Q1464697,[0],[1],[1],4949
1016,Q549521,[0],[0],[1],4949
1017,Q3012564,[0],[1],[0],4940
1018,Q5233286,[0],[1],[0],4930
1019,Q6212529,[0],[0],[0],4914
1020,Q30122655,[0],[1],[0],4902
1021,Q4231614,[1],[1],[0],4891
1022,Q465767,[0],[1],[1],4890
1023,Q7344428,[0],[1],[0],4886
1024,Q16196834,[0],[0],[1],4877
1025,Q20643078,[0],[0],[0],4871
1026,Q6259786,[0],[1],[0],4871
1027,Q2833038,[1],[1],[0],4869
1028,Q16151633,[0],[1],[0],4869
1029,Q539470,[0],[0],[1],4867
1030,Q440885,[1],[1],[1],4865
1031,Q6257436,[0],[1],[0],4862
1032,Q5238577,[0],[1],[0],4858
1033,Q7815723,[0],[0],[1],4850
1034,Q2903132,[0],[0],[0],4850
1035,Q7822070,[0],[0],[0],4847
1036,Q6244999,[0],[1],[0],4842
1037,Q7176005,[0],[1],[0],4840
1038,Q6233601,[0],[0],[0],4835
1039,Q6233603,[0],[1],[0],4835
1040,Q7803764,[0],[0],[0],4834
1041,Q190628,[1],[0],[0],4830
1042,Q4888875,[0],[1],[0],4822
1043,Q6175156,[0],[0],[0],4816
1044,Q16213980,[0],[1],[0],4813
1045,Q25190366,[0],[0],[0],4810
1046,Q443640,[0],[1],[1],4803
1047,Q7814782,[0],[0],[0],4802
1048,Q672919,[0],[1],[1],4799
1049,Q5239815,[0],[0],[0],4789
1050,Q7352841,[0],[0],[0],4787
1051,Q508752,[0],[1],[1],4785
1052,Q862455,[0],[0],[1],4783
1053,Q16730371,[0],[0],[0],4782
1054,Q6258641,[0],[0],[0],4773
1055,Q6789108,[0],[0],[0],4773
1056,Q7150412,[0],[1],[0],4769
1057,Q2040270,[0],[1],[0],4767
1058,Q18639742,[0],[0],[1],4761
1059,Q7052466,[0],[0],[0],4748
1060,Q749039,[0],[1],[1],4744
1061,Q6183738,[0],[1],[0],4742
1062,Q5606309,[0],[1],[0],4734
1063,Q16149765,[0],[0],[0],4731
1064,Q7437371,[0],[1],[0],4726
1065,Q4965417,[0],[1],[0],4719
1066,Q565374,[0],[1],[1],4686
1067,Q3431056,[0],[0],[0],4684
1068,Q18978140,[1],[1],[1],4681
1069,Q12957192,[0],[0],[0],4669
1070,Q560747,[0],[1],[0],4668
1071,Q4963167,[0],[0],[0],4661
1072,Q6138479,[0],[0],[0],4654
1073,Q6774492,[1],[0],[1],4652
1074,Q817877,[0],[1],[1],4635
1075,Q16751004,[0],[1],[0],4633
1076,Q461734,[1],[1],[1],4627
1077,Q7350204,[0],[1],[0],4619
1078,Q15993148,[0],[1],[0],4617
1079,Q6129126,[0],[0],[0],4615
1080,Q8014897,[0],[0],[0],4601
1081,Q2344921,[0],[1],[1],4599
1082,Q4964797,[0],[0],[0],4595
1083,Q5407169,[0],[1],[0],4594
1084,Q6253709,[0],[0],[0],4591
1085,Q27656993,[0],[1],[0],4587
1086,Q2635773,[1],[1],[0],4583
1087,Q2439945,[0],[0],[1],4581
1088,Q17386096,[0],[1],[0],4580
1089,Q8003986,[0],[1],[0],4580
1090,Q984183,[0],[1],[1],4569
1091,Q506021,[0],[1],[1],4569
1092,Q1167934,[0],[1],[1],4567
1093,Q55635866,[0],[0],[0],4566
1094,Q6397820,[0],[1],[0],4558
1095,Q6848385,[0],[1],[0],4552
1096,Q16730658,[0],[0],[0],4551
1097,Q526038,[0],[0],[0],4551
1098,Q20708071,[0],[0],[0],4546
1099,Q5302604,[0],[1],[0],4542
1100,Q578102,[0],[1],[1],4537
1101,Q506639,[0],[0],[1],4515
1102,Q1544914,[0],[1],[0],4512
1103,Q748066,[0],[1],[1],4496
1104,Q6140579,[0],[0],[0],4487
1105,Q882362,[0],[1],[1],4478
1106,Q159720,[0],[0],[1],4472
1107,Q6171982,[1],[0],[0],4471
1108,Q13562359,[1],[1],[1],4461
1109,Q368078,[0],[1],[0],4460
1110,Q7144053,[0],[1],[0],4458
1111,Q4964046,[0],[0],[0],4455
1112,Q17160419,[0],[0],[1],4450
1113,Q5640425,[0],[1],[1],4448
1114,Q470663,[0],[0],[0],4443
1115,Q1100946,[1],[0],[0],4435
1116,Q3880272,[0],[1],[1],4430
1117,Q6780820,[1],[0],[0],4421
1118,Q1287635,[0],[0],[0],4418
1119,Q559822,[0],[0],[1],4416
1120,Q547218,[0],[0],[1],4410
1121,Q467122,[0],[1],[1],4408
1122,Q465843,[0],[0],[1],4402
1123,Q2165528,[0],[0],[0],4397
1124,Q639207,[0],[0],[1],4395
1125,Q781113,[0],[0],[1],4392
1126,Q28222825,[0],[1],[0],4386
1127,Q436700,[1],[0],[0],4381
1128,Q538944,[0],[0],[1],4378
1129,Q734319,[0],[0],[1],4374
1130,Q2580649,[1],[0],[1],4374
1131,Q4977749,[0],[0],[0],4362
1132,Q4977751,[0],[0],[0],4362
1133,Q299833,[1],[1],[1],4358
1134,Q16151783,[0],[0],[0],4357
1135,Q4977074,[0],[0],[0],4356
1136,Q7819214,[0],[0],[0],4352
1137,Q16887049,[0],[0],[0],4346
1138,Q27922634,[0],[0],[1],4345
1139,Q7817018,[0],[1],[0],4344
1140,Q1163099,[0],[0],[1],4344
1141,Q16019354,[0],[0],[0],4343
1142,Q6397202,[0],[1],[0],4342
1143,Q6397199,[0],[0],[0],4342
1144,Q6196140,[0],[0],[0],4341
1145,Q319079,[0],[0],[1],4337
1146,Q470755,[0],[1],[1],4337
1147,Q5235173,[0],[0],[0],4337
1148,Q7149003,[0],[0],[0],4336
1149,Q293343,[1],[0],[1],4334
1150,Q6499080,[1],[1],[0],4333
1151,Q457243,[1],[1],[1],4333
1152,Q6153618,[1],[1],[0],4333
1153,Q938243,[0],[1],[0],4323
1154,Q21063450,[0],[0],[0],4319
1155,Q6179244,[1],[1],[0],4303
1156,Q6415403,[0],[1],[0],4302
1157,Q19867493,[0],[1],[0],4296
1158,Q333430,[0],[1],[1],4292
1159,Q139136,[0],[1],[1],4292
1160,Q3131983,[1],[1],[0],4285
1161,Q6211526,[0],[0],[0],4284
1162,Q5024873,[0],[0],[0],4272
1163,Q6249511,[0],[1],[0],4267
1164,Q5525366,[0],[1],[0],4266
1165,Q4708067,[0],[1],[0],4263
1166,Q5393576,[0],[1],[0],4251
1167,Q6171404,[1],[1],[0],4247
1168,Q6225926,[0],[1],[0],4245
1169,Q730580,[0],[1],[0],4232
1170,Q19276933,[0],[1],[0],4222
1171,Q529372,[0],[0],[1],4219
1172,Q11676,[0],[0],[0],4214
1173,Q7384573,[0],[1],[0],4214
1174,Q6221309,[0],[0],[0],4213
1175,Q6540458,[1],[1],[0],4212
1176,Q6705642,[0],[0],[1],4203
1177,Q3276717,[0],[1],[1],4201
1178,Q373443,[0],[0],[1],4193
1179,Q434470,[0],[1],[1],4190
1180,Q5240830,[0],[0],[0],4180
1181,Q770393,[0],[0],[0],4163
1182,Q1345855,[0],[0],[1],4160
1183,Q25190012,[0],[0],[0],4160
1184,Q1344707,[0],[0],[1],4131
1185,Q1210194,[0],[1],[0],4121
1186,Q1686330,[0],[0],[1],4120
1187,Q6680994,[1],[1],[0],4118
1188,Q16734421,[0],[1],[0],4112
1189,Q547153,[0],[0],[1],4107
1190,Q6166745,[0],[0],[0],4106
1191,Q766320,[0],[1],[0],4100
1192,Q18631509,[1],[1],[1],4097
1193,Q16164531,[0],[1],[0],4095
1194,Q350542,[0],[1],[0],4090
1195,Q7687964,[0],[0],[0],4089
1196,Q16885948,[0],[0],[0],4088
1197,Q3814855,[0],[1],[0],4088
1198,Q5606323,[0],[1],[0],4087
1199,Q28606963,[0],[0],[0],4085
1200,Q4909318,[0],[0],[0],4081
1201,Q4909320,[0],[0],[0],4081
1202,Q4909316,[0],[0],[0],4081
1203,Q5229187,[0],[0],[0],4071
1204,Q5387712,[0],[0],[0],4071
1205,Q312845,[0],[1],[1],4064
1206,Q436537,[1],[1],[1],4043
1207,Q24005499,[1],[1],[0],4043
1208,Q32722,[0],[0],[1],4038
1209,Q363817,[0],[1],[1],4036
1210,Q21005486,[0],[0],[0],4036
1211,Q16195304,[0],[0],[1],4032
1212,Q1334654,[0],[1],[1],4027
1213,Q16107427,[0],[0],[0],4024
1214,Q445823,[0],[1],[0],4023
1215,Q7347389,[0],[0],[0],4021
1216,Q555735,[0],[1],[1],4020
1217,Q39070751,[0],[1],[0],4002
1218,Q15442091,[0],[1],[0],3984
1219,Q39070563,[0],[1],[0],3973
1220,Q1340268,[0],[1],[1],3973
1221,Q6112384,[0],[1],[0],3971
1222,Q18687984,[0],[0],[0],3966
1223,Q955266,[0],[0],[0],3962
1224,Q1387214,[0],[0],[0],3962
1225,Q3181298,[0],[1],[0],3954
1226,Q58490782,[0],[1],[0],3943
1227,Q134035,[0],[0],[1],3942
1228,Q5334860,[0],[0],[0],3935
1229,Q16731481,[0],[1],[0],3927
1230,Q515935,[1],[0],[1],3927
1231,Q437852,[0],[0],[1],3926
1232,Q1397303,[0],[0],[1],3925
1233,Q6247887,[0],[1],[0],3918
1234,Q17102180,[0],[1],[0],3917
1235,Q5052648,[1],[1],[0],3913
1236,Q56253486,[0],[0],[0],3911
1237,Q966154,[0],[1],[1],3908
1238,Q2045787,[0],[1],[0],3906
1239,Q7441302,[0],[1],[0],3897
1240,Q7441303,[0],[1],[0],3897
1241,Q2434073,[0],[0],[1],3895
1242,Q6167354,[0],[1],[0],3895
1243,Q56281988,[0],[1],[0],3893
1244,Q4717593,[0],[1],[1],3890
1245,Q6252125,[0],[1],[0],3889
1246,Q16221257,[0],[0],[1],3881
1247,Q4951213,[1],[0],[0],3880
1248,Q4757899,[0],[1],[0],3869
1249,Q6211419,[0],[1],[0],3868
1250,Q5606465,[0],[0],[0],3865
1251,Q535887,[0],[0],[1],3864
1252,Q56278537,[0],[0],[0],3863
1253,Q16105968,[0],[0],[0],3863
1254,Q7817726,[0],[1],[0],3862
1255,Q7347124,[0],[1],[0],3861
1256,Q699565,[0],[0],[0],3858
1257,Q5107398,[0],[0],[0],3852
1258,Q18683807,[0],[1],[0],3850
1259,Q7612743,[0],[0],[0],3829
1260,Q7817980,[0],[0],[0],3819
1261,Q6396601,[0],[0],[0],3818
1262,Q5877068,[0],[0],[0],3812
1263,Q5232352,[0],[1],[0],3804
1264,Q388356,[0],[1],[1],3800
1265,Q23073645,[0],[0],[0],3796
1266,Q3917203,[1],[1],[1],3795
1267,Q1027026,[0],[0],[1],3791
1268,Q11132,[1],[0],[0],3788
1269,Q19879688,[0],[1],[0],3788
1270,Q4727130,[1],[1],[0],3781
1271,Q6310773,[0],[1],[0],3779
1272,Q245724,[0],[1],[1],3773
1273,Q7147806,[0],[1],[0],3768
1274,Q6848935,[0],[1],[0],3768
1275,Q16885877,[0],[0],[0],3768
1276,Q18631533,[0],[0],[1],3767
1277,Q218217,[1],[1],[1],3763
1278,Q6846759,[0],[0],[0],3760
1279,Q1494902,[0],[0],[0],3760
1280,Q6769158,[0],[0],[0],3753
1281,Q4678788,[0],[0],[0],3745
1282,Q558034,[0],[1],[0],3743
1283,Q6388085,[0],[1],[0],3740
1284,Q217790,[0],[1],[0],3732
1285,Q19519938,[0],[0],[0],3732
1286,Q18977964,[0],[1],[0],3730
1287,Q7369532,[0],[1],[0],3725
1288,Q4909080,[0],[0],[0],3725
1289,Q492222,[0],[1],[0],3722
1290,Q22073698,[0],[1],[0],3718
1291,Q5365075,[0],[1],[0],3717
1292,Q981424,[0],[0],[1],3717
1293,Q7613060,[0],[0],[1],3713
1294,Q1933579,[0],[1],[1],3711
1295,Q4984846,[0],[1],[0],3708
1296,Q6137233,[0],[1],[0],3707
1297,Q1900355,[0],[1],[1],3707
1298,Q1076991,[0],[1],[1],3705
1299,Q4910207,[0],[0],[0],3703
1300,Q16224583,[0],[1],[0],3694
1301,Q237681,[1],[1],[1],3689
1302,Q27842981,[0],[0],[1],3676
1303,Q968214,[0],[0],[1],3670
1304,Q3791514,[0],[1],[1],3670
1305,Q16195953,[0],[0],[0],3663
1306,Q2426031,[0],[0],[1],3651
1307,Q513807,[1],[1],[0],3651
1308,Q461739,[1],[1],[1],3648
1309,Q262534,[0],[1],[1],3648
1310,Q4760428,[0],[1],[0],3646
1311,Q26899389,[0],[0],[0],3644
1312,Q20774381,[0],[0],[0],3644
1313,Q437159,[1],[1],[1],3639
1314,Q6174251,[0],[0],[0],3639
1315,Q464810,[0],[0],[1],3638
1316,Q6162964,[0],[0],[1],3633
1317,Q16212633,[0],[1],[0],3633
1318,Q263322,[1],[0],[0],3625
1319,Q16189062,[0],[0],[0],3625
1320,Q5247995,[1],[1],[0],3623
1321,Q6846268,[0],[0],[0],3623
1322,Q6228897,[0],[1],[0],3612
1323,Q1973033,[0],[1],[1],3610
1324,Q7437498,[0],[1],[0],3605
1325,Q291193,[1],[1],[1],3605
1326,Q561284,[0],[1],[1],3594
1327,Q16185594,[0],[1],[0],3590
1328,Q720565,[0],[0],[0],3587
1329,Q18631255,[0],[0],[0],3583
1330,Q6163781,[0],[1],[0],3582
1331,Q2149196,[0],[1],[1],3578
1332,Q918265,[0],[0],[1],3573
1333,Q7803877,[0],[1],[0],3572
1334,Q1621096,[0],[1],[1],3572
1335,Q6779939,[1],[1],[0],3571
1336,Q6779940,[1],[0],[0],3571
1337,Q6848323,[0],[0],[0],3570
1338,Q364746,[0],[0],[1],3567
1339,Q3177637,[0],[1],[0],3567
1340,Q5170449,[0],[0],[0],3558
1341,Q298016,[0],[0],[1],3556
1342,Q1263856,[0],[0],[0],3556
1343,Q6830434,[0],[1],[0],3555
1344,Q6847378,[0],[1],[0],3555
1345,Q6847377,[0],[0],[0],3555
1346,Q1444483,[0],[0],[1],3554
1347,Q5243277,[0],[1],[0],3554
1348,Q6195783,[0],[0],[0],3550
1349,Q4908401,[0],[1],[0],3545
1350,Q4908398,[0],[0],[0],3545
1351,Q7363724,[0],[0],[0],3544
1352,Q16226337,[0],[0],[0],3540
1353,Q726313,[0],[0],[0],3536
1354,Q460652,[1],[1],[1],3532
1355,Q2435200,[0],[0],[1],3532
1356,Q1665842,[0],[0],[1],3531
1357,Q5084757,[0],[1],[0],3531
1358,Q7294641,[0],[1],[0],3530
1359,Q6137336,[0],[0],[0],3530
1360,Q735182,[0],[0],[0],3529
1361,Q16221449,[0],[0],[0],3527
1362,Q971943,[0],[1],[1],3526
1363,Q7817230,[0],[0],[0],3526
1364,Q1701747,[0],[0],[1],3519
1365,Q27214,[0],[1],[0],3518
1366,Q16986752,[0],[0],[0],3511
1367,Q32715,[0],[0],[1],3511
1368,Q2059832,[0],[0],[1],3509
1369,Q371106,[0],[0],[1],3507
1370,Q16215745,[0],[1],[0],3506
1371,Q862103,[0],[0],[1],3500
1372,Q7613439,[0],[1],[0],3498
1373,Q15487390,[0],[1],[0],3493
1374,Q532661,[0],[0],[1],3491
1375,Q6124620,[0],[0],[0],3490
1376,Q5115678,[0],[1],[0],3488
1377,Q6812788,[1],[1],[0],3486
1378,Q16186371,[0],[0],[0],3481
1379,Q16196435,[1],[1],[0],3474
1380,Q5228911,[0],[1],[0],3474
1381,Q7818031,[0],[1],[0],3466
1382,Q6395908,[0],[0],[0],3464
1383,Q28730226,[0],[0],[0],3462
1384,Q47546427,[0],[1],[0],3452
1385,Q2517229,[0],[0],[1],3449
1386,Q4282089,[0],[1],[0],3448
1387,Q437599,[0],[1],[0],3447
1388,Q723148,[1],[1],[1],3447
1389,Q16728875,[0],[0],[0],3444
1390,Q19879685,[0],[1],[0],3444
1391,Q16105344,[0],[0],[0],3444
1392,Q4933264,[0],[0],[0],3441
1393,Q4933266,[0],[0],[0],3441
1394,Q1373548,[0],[1],[1],3438
1395,Q7814847,[0],[1],[0],3436
1396,Q6179466,[1],[0],[0],3435
1397,Q640835,[0],[1],[1],3432
1398,Q888007,[0],[0],[1],3430
1399,Q39071754,[0],[0],[0],3428
1400,Q7816726,[0],[0],[0],3421
1401,Q18387083,[1],[0],[0],3417
